title,address,floor,fee,management_fee,deposit,gratuity,madori,menseki
ガラステージ神田神保町,東京都千代田区西神田２,"
											8階",9.3万円,9000円,9.3万円,13.95万円,1K,23.22m2
ガラステージ神田神保町,東京都千代田区西神田２,"
											6階",9.4万円,9000円,9.4万円,18.8万円,1K,22.72m2
ガラステージ神田神保町,東京都千代田区西神田２,"
											6階",9.4万円,9000円,9.4万円,18.8万円,1K,22.72m2
ガラステージ神田神保町,東京都千代田区西神田２,"
											6階",9.4万円,9000円,9.4万円,18.8万円,1K,22.72m2
エミネンス平河町,東京都千代田区平河町２,"
											5階",17.6万円,12000円,17.6万円,17.6万円,1K,45.85m2
東京メトロ半蔵門線 神保町駅 地下1地上9階建 築20年,東京都千代田区神田神保町１,"
											8階",11.35万円,10500円,-,11.35万円,ワンルーム,23.36m2
東京メトロ半蔵門線 神保町駅 地下1地上9階建 築20年,東京都千代田区神田神保町１,"
											9階",11.65万円,10500円,-,11.65万円,1K,23.36m2
フォレシティ秋葉原,東京都千代田区神田佐久間町３,"
											5階",11.3万円,7000円,-,-,1K,22.65m2
フォレシティ秋葉原,東京都千代田区神田佐久間町３,"
											7階",11.4万円,7000円,-,-,1K,22.65m2
フォレシティ秋葉原,東京都千代田区神田佐久間町３,"
											7階",11.4万円,7000円,-,-,1K,22.65m2
フォレシティ秋葉原,東京都千代田区神田佐久間町３,"
											8階",11.5万円,7000円,-,-,1K,22.65m2
フォレシティ秋葉原,東京都千代田区神田佐久間町３,"
											9階",11.6万円,7000円,-,-,1K,22.65m2
スカイコート秋葉原(スカイコートアキハバラ),東京都千代田区外神田５,"
											3階",9.1万円,10000円,-,-,1K,22.04m2
スカイコート秋葉原(スカイコートアキハバラ),東京都千代田区外神田５,"
											10階",10.5万円,10500円,-,10.5万円,1K,22.04m2
プレール・ドゥーク神田,東京都千代田区外神田６,"
											3階",8.4万円,9000円,8.4万円,8.4万円,ワンルーム,22.55m2
プレール・ドゥーク神田,東京都千代田区外神田６,"
											3階",8.4万円,9000円,8.4万円,8.4万円,ワンルーム,22.55m2
東京メトロ半蔵門線 半蔵門駅 5階建 築26年,東京都千代田区平河町１,"
											3階",12.5万円,-,18.75万円,12.5万円,ワンルーム,37.08m2
Creare麹町　クレアーレ麹町,東京都千代田区麹町２,"
											8階",17.2万円,10000円,17.2万円,17.2万円,ワンルーム,42.82m2
Creare麹町　クレアーレ麹町,東京都千代田区麹町２,"
											3階",17.4万円,15000円,17.4万円,17.4万円,ワンルーム,45.77m2
Creare麹町　クレアーレ麹町,東京都千代田区麹町２,"
											6階",18.5万円,15000円,18.5万円,18.5万円,ワンルーム,46.89m2
リンデンハウス,東京都千代田区神田小川町１,"
											5階",13.4万円,5000円,13.4万円,13.4万円,ワンルーム,30.23m2
プラウドフラット外神田,東京都千代田区外神田２,"
											10階",13.5万円,8000円,13.5万円,-,1K,25.12m2
プラウドフラット外神田,東京都千代田区外神田２,"
											10階",13.8万円,8000円,13.8万円,13.8万円,1K,25.12m2
プラウドフラット外神田,東京都千代田区外神田２,"
											5階",14万円,8000円,14万円,14万円,1K,25.68m2
プラウドフラット外神田,東京都千代田区外神田２,"
											7階",14.6万円,8000円,14.6万円,14.6万円,1K,30.14m2
都営新宿線 岩本町駅 14階建 築4年,東京都千代田区岩本町２,"
											12階",11.9万円,6000円,-,11.9万円,ワンルーム,25.03m2
都営新宿線 岩本町駅 14階建 築4年,東京都千代田区岩本町２,"
											12階",11.9万円,10000円,-,11.9万円,ワンルーム,25.03m2
都営新宿線 岩本町駅 14階建 築4年,東京都千代田区岩本町２,"
											11階",17.5万円,13000円,8.75万円,17.5万円,1LDK,40.04m2
エクセリア九段,東京都千代田区西神田３,"
											4階",8.9万円,7000円,8.9万円,-,ワンルーム,22.21m2
エクセリア九段,東京都千代田区西神田３,"
											6階",9.1万円,7000円,9.1万円,-,ワンルーム,22.21m2
都営新宿線 九段下駅 11階建 築23年,東京都千代田区西神田３,"
											4階",8.9万円,7000円,8.9万円,-,ワンルーム,22.21m2
ユーキメゾン一番町,東京都千代田区一番町,"
											3階",12.7万円,8000円,12.7万円,12.7万円,1K,30.38m2
エルヴァージュ神田神保町,東京都千代田区神田神保町２,"
											7階",12.7万円,7000円,-,12.7万円,1K,36.24m2
東京メトロ半蔵門線 神保町駅 13階建 築23年,東京都千代田区神田神保町２,"
											7階",12.7万円,7000円,-,12.7万円,1K,36.24m2
東京メトロ半蔵門線 半蔵門駅 9階建 築19年,東京都千代田区麹町１,"
											7階",14.5万円,10000円,14.5万円,14.5万円,ワンルーム,32.71m2
プレール九段,東京都千代田区九段北１,"
											4階",9.8万円,5000円,9.8万円,9.8万円,1K,22.57m2
プレール九段,東京都千代田区九段北１,"
											8階",9.4万円,10000円,-,9.4万円,ワンルーム,20.07m2
プレール九段,東京都千代田区九段北１,"
											8階",9.4万円,10000円,-,9.4万円,ワンルーム,20.07m2
プレール九段,東京都千代田区九段北１,"
											8階",9.9万円,10500円,-,9.9万円,1K,22.73m2
プレール九段,東京都千代田区九段北１,"
											8階",10.6万円,10500円,-,10.6万円,ワンルーム,24.12m2
プレール九段,東京都千代田区九段北１,"
											10階",10.8万円,10500円,-,10.8万円,ワンルーム,24.12m2
VICOLO ヴィコロ,東京都千代田区神田淡路町１,"
											4階",10.8万円,-,10.8万円,-,ワンルーム,22.77m2
ＪＲ中央線 水道橋駅 12階建 築26年,東京都千代田区神田神保町３,"
											9階",12.1万円,10000円,12.1万円,12.1万円,ワンルーム,35.69m2
ＪＲ中央線 水道橋駅 12階建 築26年,東京都千代田区神田神保町３,"
											10階",13.4万円,10000円,13.4万円,13.4万円,ワンルーム,35.69m2
ＪＲ中央線 水道橋駅 12階建 築26年,東京都千代田区神田神保町３,"
											10階",13.4万円,10000円,13.4万円,13.4万円,1K,35.69m2
ＪＲ中央線 水道橋駅 12階建 築26年,東京都千代田区神田神保町３,"
											4階",14.3万円,10500円,-,14.3万円,ワンルーム,35.69m2
ＪＲ中央線 水道橋駅 12階建 築26年,東京都千代田区神田神保町３,"
											9階",22.5万円,15000円,22.5万円,22.5万円,2LDK,55.97m2
ＪＲ山手線 神田駅 13階建 築19年,東京都千代田区神田東紺屋町,"
											5階",7.8万円,12000円,-,7.8万円,1K,22m2
レ　クロシェット,東京都千代田区飯田橋２,"
											2階",12.4万円,7700円,-,12.4万円,1K,23.53m2
レ　クロシェット,東京都千代田区飯田橋２,"
											3階",12.5万円,7700円,-,12.5万円,1K,23.53m2
レ　クロシェット,東京都千代田区飯田橋２,"
											2階",12.5万円,7700円,-,12.5万円,1K,22.95m2
レ　クロシェット,東京都千代田区飯田橋２,"
											4階",12.6万円,7700円,-,12.6万円,1K,23.53m2
レ　クロシェット,東京都千代田区飯田橋２,"
											4階",12.7万円,7700円,-,12.7万円,1K,22.95m2
レ　クロシェット,東京都千代田区飯田橋２,"
											9階",21.6万円,8800円,-,21.6万円,1LDK,48.04m2
レ　クロシェット,東京都千代田区飯田橋２,"
											5階",22.1万円,8800円,-,22.1万円,1LDK,49.81m2
レ　クロシェット,東京都千代田区飯田橋２,"
											6階",22.2万円,8800円,-,22.2万円,1LDK,49.81m2
レ　クロシェット,東京都千代田区飯田橋２,"
											7階",22.3万円,8800円,-,22.3万円,1LDK,49.81m2
東海西神田マンション,東京都千代田区西神田２,"
											8階",8万円,-,8万円,8万円,ワンルーム,19.34m2
東海西神田マンション,東京都千代田区西神田２,"
											6階",8.9万円,6000円,8.9万円,-,ワンルーム,21.68m2
東京メトロ千代田線 新御茶ノ水駅 12階建 築44年,東京都千代田区神田小川町３,"
											3階",6.2万円,5000円,6.2万円,6.2万円,1K,14.84m2
東京メトロ千代田線 新御茶ノ水駅 12階建 築44年,東京都千代田区神田小川町３,"
											4階",6.3万円,6000円,6.3万円,6.3万円,1K,14.84m2
ＪＲ山手線 神田駅 15階建 築21年,東京都千代田区岩本町１,"
											3階",12.7万円,10000円,12.7万円,12.7万円,ワンルーム,30.13m2
インペリアルお茶の水,東京都千代田区神田小川町３,"
											3階",6.2万円,5000円,6.2万円,6.2万円,1K,14.84m2
インペリアルお茶の水,東京都千代田区神田小川町３,"
											4階",6.3万円,6000円,6.3万円,6.3万円,ワンルーム,14.84m2
インペリアルお茶の水,東京都千代田区神田小川町３,"
											3階",6.6万円,7000円,6.6万円,6.6万円,ワンルーム,14.84m2
インペリアルお茶の水,東京都千代田区神田小川町３,"
											8階",8.8万円,3000円,8.8万円,-,ワンルーム,26.78m2
東京メトロ有楽町線 麹町駅 8階建 築45年,東京都千代田区平河町１,"
											6階",9.5万円,-,9.5万円,9.5万円,1K,20.67m2
パーク・ノヴァ九段,東京都千代田区九段南４,"
											5階",14.5万円,10000円,29万円,14.5万円,ワンルーム,46.08m2
ＪＲ山手線 神田駅 10階建 築19年,東京都千代田区内神田２,"
											3階",13.2万円,10000円,26.4万円,13.2万円,ワンルーム,33.08m2
ＪＲ山手線 神田駅 10階建 築19年,東京都千代田区内神田２,"
											3階",13.2万円,10000円,13.2万円,13.2万円,ワンルーム,33.08m2
ＪＲ山手線 神田駅 10階建 築19年,東京都千代田区内神田２,"
											9階",15.2万円,10000円,30.4万円,15.2万円,ワンルーム,34.73m2
ＪＲ山手線 神田駅 10階建 築19年,東京都千代田区内神田２,"
											9階",15.2万円,10000円,30.4万円,15.2万円,ワンルーム,34.73m2
ＪＲ山手線 神田駅 10階建 築19年,東京都千代田区内神田２,"
											9階",15.2万円,10000円,15.2万円,15.2万円,ワンルーム,34.73m2
サンテミリオンお茶の水,東京都千代田区神田錦町３,"
											4階",8.4万円,6000円,8.4万円,8.4万円,1K,22.87m2
サンテミリオンお茶の水,東京都千代田区神田錦町３,"
											2階",8.4万円,8000円,-,8.4万円,1K,22.87m2
サンテミリオンお茶の水,東京都千代田区神田錦町３,"
											8階",8.4万円,15000円,-,-,1K,24.5m2
東京メトロ有楽町線 永田町駅 地下1地上5階建 築47年,東京都千代田区永田町２,"
											3階",10.5万円,-,10.5万円,10.5万円,ワンルーム,23.01m2
都営浅草線 浅草橋駅 8階建 築44年,東京都千代田区東神田３,"
											2階",6.35万円,5500円,-,-,ワンルーム,21m2
都営浅草線 浅草橋駅 8階建 築44年,東京都千代田区東神田３,"
											6階",7.2万円,10000円,7.2万円,7.2万円,1K,21.15m2
KOUSOU秋葉原,東京都千代田区外神田３,"
											B1階",11.3万円,10000円,11.3万円,-,ワンルーム,18.55m2
都営新宿線 市ケ谷駅 8階建 築43年,東京都千代田区九段南３,"
											2階",6.5万円,-,6.5万円,6.5万円,ワンルーム,17.37m2
都営新宿線 市ケ谷駅 8階建 築43年,東京都千代田区九段南３,"
											3階",7.2万円,6000円,-,-,ワンルーム,17.56m2
都営新宿線 市ケ谷駅 8階建 築43年,東京都千代田区九段南３,"
											3階",7万円,9000円,-,-,ワンルーム,17.37m2
都営新宿線 市ケ谷駅 8階建 築43年,東京都千代田区九段南３,"
											6階",8.6万円,10000円,-,-,ワンルーム,24.55m2
ＪＲ山手線 神田駅 11階建 築45年,東京都千代田区内神田１,"
											11階",6.9万円,3000円,6.9万円,6.9万円,ワンルーム,21.28m2
ＪＲ山手線 神田駅 11階建 築45年,東京都千代田区内神田１,"
											8階",7.8万円,2000円,-,7.8万円,ワンルーム,17.05m2
都営新宿線 岩本町駅 10階建 築8年,東京都千代田区岩本町３,"
											5階",11.4万円,5500円,11.4万円,-,1K,25.55m2
都営新宿線 岩本町駅 10階建 築8年,東京都千代田区岩本町３,"
											6階",13.2万円,7500円,13.2万円,-,1K,30.28m2
コトー駿河台,東京都千代田区神田駿河台１,"
											8階",7万円,5000円,-,-,1K,15.1m2
コトー駿河台,東京都千代田区神田駿河台１,"
											6階",9万円,-,9万円,9万円,ワンルーム,22.05m2
コトー駿河台,東京都千代田区神田駿河台１,"
											3階",11万円,11000円,22万円,11万円,ワンルーム,23.84m2
XEBEC OTEMACHI　【ジーベック大手町】,東京都千代田区神田錦町１,"
											2階",11.9万円,10000円,-,11.9万円,ワンルーム,25.58m2
東京メトロ千代田線 新御茶ノ水駅 41階建 築11年,東京都千代田区神田淡路町２,"
											23階",46万円,20000円,46万円,46万円,3LDK,72.76m2
ライオンズマンション秋葉原,東京都千代田区神田練塀町,"
											6階",7.7万円,-,-,-,1K,17.88m2
番町ハイム,東京都千代田区二番町,"
											1-1階",8万円,10000円,8万円,8万円,ワンルーム,14.85m2
ライオンズマンション九段第2,東京都千代田区九段南３,"
											2階",6.5万円,-,6.5万円,6.5万円,ワンルーム,17.37m2
ライオンズマンション九段第2,東京都千代田区九段南３,"
											5階",6.5万円,5000円,6.5万円,-,ワンルーム,17.56m2
ライオンズマンション九段第2,東京都千代田区九段南３,"
											2階",6.8万円,4800円,6.8万円,6.8万円,1K,18.43m2
ライオンズマンション九段第2,東京都千代田区九段南３,"
											3階",7.2万円,6000円,-,-,ワンルーム,17.56m2
ライオンズマンション九段第2,東京都千代田区九段南３,"
											3階",7万円,9000円,-,-,ワンルーム,17.37m2
ライオンズマンション九段第2,東京都千代田区九段南３,"
											6階",8.6万円,10000円,-,-,ワンルーム,24.55m2
東建ニューハイツ九段,東京都千代田区九段北１,"
											3階",8.5万円,5000円,8.5万円,8.5万円,ワンルーム,23.23m2
プライムアーバン番町,東京都千代田区九段南２,"
											5階",9.5万円,8000円,9.5万円,-,1K,22.71m2
プライムアーバン番町,東京都千代田区九段南２,"
											6階",9.8万円,8000円,9.8万円,-,1K,23.3m2
プライムアーバン番町,東京都千代田区九段南２,"
											5階",9.8万円,8000円,9.8万円,9.8万円,1K,22.98m2
プライムアーバン番町,東京都千代田区九段南２,"
											5階",9.9万円,8000円,9.9万円,-,1K,22.71m2
プライムアーバン番町,東京都千代田区九段南２,"
											6階",10万円,8000円,10万円,10万円,1K,23.3m2
オープンレジデンシア千代田外神田,東京都千代田区外神田５,"
											6階",30.1万円,-,60.2万円,30.1万円,2LDK,56.03m2
オープンレジデンシア千代田外神田,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
オープンレジデンシア千代田外神田,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,3SLDK,90.86m2
オープンレジデンシア千代田外神田,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
オープンレジデンシア千代田外神田,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
オープンレジデンシア千代田外神田,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
SHフラット,東京都千代田区神田和泉町,"
											6階",26.6万円,11000円,26.6万円,26.6万円,3LDK,75.04m2
SHフラット,東京都千代田区神田和泉町,"
											8階",26.8万円,11000円,26.8万円,26.8万円,3LDK,75.04m2
ＪＲ山手線 秋葉原駅 11階建 築24年,東京都千代田区神田和泉町,"
											6階",26.6万円,11000円,26.6万円,26.6万円,3LDK,75.04m2
東京メトロ半蔵門線 神保町駅 14階建 築16年,東京都千代田区神田神保町１,"
											4階",10.9万円,10000円,10.9万円,-,1K,23.71m2
東京メトロ半蔵門線 神保町駅 14階建 築16年,東京都千代田区神田神保町１,"
											6階",12.2万円,10000円,12.2万円,-,1K,27.73m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築16年,東京都千代田区三番町,"
											13階",63万円,20000円,63万円,63万円,3LDK,116.99m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築16年,東京都千代田区三番町,"
											13階",63万円,20000円,63万円,63万円,3LDK,116.99m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築16年,東京都千代田区三番町,"
											13階",63万円,20000円,63万円,63万円,3LDK,116.99m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築16年,東京都千代田区三番町,"
											13階",63万円,20000円,63万円,63万円,3LDK,116.99m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築16年,東京都千代田区三番町,"
											13階",63万円,20000円,63万円,63万円,3LDK,116.99m2
ＪＲ中央線 飯田橋駅 地下2地上38階建 築15年,東京都千代田区富士見２,"
											36階",59万円,-,59万円,59万円,3LDK,83.84m2
ＪＲ中央線 飯田橋駅 地下2地上38階建 築15年,東京都千代田区富士見２,"
											27階",63万円,20000円,126万円,63万円,1LDK,85.08m2
ブリリア一番町,東京都千代田区一番町,"
											6階",50万円,57000円,100万円,50万円,3LDK,94.24m2
ブリリア一番町,東京都千代田区一番町,"
											6階",52万円,57600円,104万円,52万円,3LDK,95.23m2
グランドヒルズ一番町,東京都千代田区一番町,"
											5階",68万円,-,136万円,68万円,3LDK,116.99m2
ガレリアコルテ六番町,東京都千代田区六番町,"
											8階",64.3万円,-,64.3万円,64.3万円,3LDK,106.27m2
東京メトロ銀座線 神田駅 13階建 築5年,東京都千代田区東神田１,"
											12階",11.4万円,15000円,11.4万円,11.4万円,1K,26.09m2
東京メトロ銀座線 神田駅 13階建 築5年,東京都千代田区東神田１,"
											7階",16.8万円,20000円,-,-,1LDK,41.04m2
東京メトロ半蔵門線 半蔵門駅 地下1地上7階建 築23年,東京都千代田区一番町,"
											5階",32万円,26000円,32万円,-,3LDK,75.01m2
東京メトロ半蔵門線 半蔵門駅 地下1地上7階建 築23年,東京都千代田区一番町,"
											5階",32万円,26000円,32万円,-,3LDK,75.01m2
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,"
											21階",35万円,-,70万円,-,ワンルーム,54.2m2
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,"
											27階",62万円,-,124万円,-,2LDK,93.7m2
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,"
											25階",95万円,-,190万円,-,3LDK,130.5m2
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,"
											32階",156万円,-,312万円,-,3LDK,199m2
ＪＲ山手線 秋葉原駅 13階建 築2年,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
ＪＲ山手線 秋葉原駅 13階建 築2年,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
ＪＲ山手線 秋葉原駅 13階建 築2年,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,2SLDK,90.86m2
ＪＲ山手線 秋葉原駅 13階建 築2年,東京都千代田区外神田５,"
											2階",40万円,-,80万円,40万円,3LDK,90.86m2
ブランズ六番町,東京都千代田区六番町,"
											6階",90万円,-,180万円,180万円,3LDK,114.28m2
パークアクシス三番町,東京都千代田区三番町,"
											9階",63.1万円,20000円,63.1万円,-,3LDK,93.23m2
レオーネ秋葉原,東京都千代田区東神田３,"
											4階",12.1万円,12000円,12.1万円,12.1万円,1K,25.57m2
レオーネ秋葉原,東京都千代田区東神田３,"
											6階",24.4万円,18000円,24.4万円,24.4万円,2LDK,51.63m2
コスモグラシア内神田,東京都千代田区内神田２,"
											7階",25.3万円,20000円,-,-,2LDK,47.6m2
コスモグラシア内神田,東京都千代田区内神田２,"
											7階",25.3万円,20000円,-,-,2LDK,47.54m2
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,"
											2階",86万円,-,172万円,86万円,3LDK,108.53m2
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,"
											2階",89万円,-,178万円,89万円,3LDK,120.65m2
ＪＲ山手線 神田駅 12階建 築4年,東京都千代田区神田多町２,"
											3階",28.4万円,15000円,28.4万円,28.4万円,2LDK,50m2
東京メトロ有楽町線 永田町駅 16階建 築10年,東京都千代田区平河町２,"
											12階",42万円,20000円,42万円,42万円,2LDK,74.4m2
パークコート千代田一番町,東京都千代田区一番町,"
											2階",31万円,20000円,62万円,31万円,2LDK,51.11m2
パークコート千代田一番町,東京都千代田区一番町,"
											14階",46万円,20000円,46万円,46万円,2LDK,60.1m2
パークコート千代田一番町,東京都千代田区一番町,"
											14階",46万円,20000円,46万円,46万円,2SLDK,60.1m2
パークコート千代田一番町,東京都千代田区一番町,"
											7階",48万円,20000円,48万円,48万円,2SLDK,72.41m2
パークコート千代田一番町,東京都千代田区一番町,"
											13階",53万円,30000円,53万円,53万円,2LDK,73.22m2
東京メトロ日比谷線 秋葉原駅 11階建 築2年,東京都千代田区東神田３,"
											4階",12.1万円,12000円,12.1万円,12.1万円,1DK,25.57m2
東京メトロ日比谷線 秋葉原駅 11階建 築2年,東京都千代田区東神田３,"
											6階",24.4万円,18000円,24.4万円,24.4万円,2LDK,51.63m2
東京メトロ日比谷線 秋葉原駅 11階建 築2年,東京都千代田区東神田３,"
											6階",24.4万円,24000円,24.4万円,24.4万円,2LDK,51.63m2
ガレリアドゥエル神田岩本町,東京都千代田区神田岩本町,"
											10階",29.5万円,15000円,29.5万円,29.5万円,2LDK,59.54m2
ラクサ神田須田町,東京都千代田区神田須田町１,"
											9階",13.8万円,14000円,-,13.8万円,1K,27.44m2
ラクサ神田須田町,東京都千代田区神田須田町１,"
											10階",26.9万円,19000円,26.9万円,26.9万円,2LDK,52.95m2
ＪＲ山手線 神田駅 7階建 築2年,東京都千代田区内神田２,"
											7階",25.3万円,20000円,-,-,2LDK,47.6m2
ＪＲ山手線 神田駅 7階建 築2年,東京都千代田区内神田２,"
											7階",25.3万円,20000円,-,-,2LDK,47.54m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											4階",13.6万円,-,13.6万円,13.6万円,1K,27.68m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											4階",21.5万円,-,21.5万円,21.5万円,1LDK,40.36m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											4階",23.6万円,-,23.6万円,23.6万円,1LDK,45.04m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											4階",23.6万円,-,23.6万円,23.6万円,1LDK,45.04m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											4階",23.6万円,-,23.6万円,23.6万円,1LDK,45.04m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											4階",23.7万円,-,23.7万円,23.7万円,1LDK,45.03m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											5階",31.8万円,-,31.8万円,31.8万円,2LDK,64.46m2
Le JADE Cross千代田神保町【レジェイドクロス千代田神保町】,東京都千代田区西神田２,"
											6階",32万円,-,32万円,32万円,2LDK,65.08m2
ＪＲ山手線 神田駅 2階建 築64年,東京都千代田区神田富山町,"
											1-2階",13万円,-,26万円,13万円,2LK,45.15m2
グランスイート六番町,東京都千代田区六番町,"
											1階",35万円,-,70万円,35万円,2LDK,72.34m2
ＪＲ中央線 四ツ谷駅 地下2地上9階建 築16年,東京都千代田区六番町,"
											1階",35万円,-,70万円,35万円,2LDK,72.34m2
ＪＲ山手線 神田駅 10階建 築4年,東京都千代田区神田須田町１,"
											9階",13.8万円,14000円,-,13.8万円,1K,27.44m2
ＪＲ山手線 神田駅 10階建 築4年,東京都千代田区神田須田町１,"
											10階",26.9万円,19000円,26.9万円,26.9万円,2LDK,52.95m2
前畑ビル,東京都千代田区神田和泉町,"
											3階",15万円,-,15万円,15万円,3DK,53.64m2
プレミエール一番町,東京都千代田区一番町,"
											10階",47.5万円,20000円,47.5万円,-,2LDK,81.51m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築17年,東京都千代田区一番町,"
											10階",47.5万円,20000円,47.5万円,-,2LDK,81.51m2
プラネスーペリア四番町,東京都千代田区四番町,"
											8階",40万円,20000円,40万円,40万円,2LDK,67m2
ＪＲ山手線 神田駅 地下2地上19階建 築15年,東京都千代田区神田須田町１,"
											6階",38.6万円,-,77.2万円,-,2LDK,63.8m2
ザ・レジデンス平河町,東京都千代田区平河町２,"
											12階",42万円,20000円,42万円,42万円,2LDK,74.4m2
ザ・レジデンス平河町,東京都千代田区平河町２,"
											12階",42万円,20000円,42万円,42万円,2LDK,74.4m2
ザ・レジデンス平河町,東京都千代田区平河町２,"
											11階",48.5万円,20000円,97万円,97万円,3LDK,84.85m2
ザ・レジデンス平河町,東京都千代田区平河町２,"
											11階",48.5万円,20000円,97万円,97万円,3LDK,84.85m2
東京メトロ有楽町線 永田町駅 地下1地上16階建 築10年,東京都千代田区平河町２,"
											12階",42万円,20000円,42万円,42万円,2LDK,74.4m2
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,"
											6階",16万円,10000円,16万円,16万円,1K,28.44m2
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,"
											16階",69万円,-,69万円,69万円,3LDK,71.78m2
東京メトロ丸ノ内線 大手町駅 16階建 築2年,東京都千代田区内神田１,"
											16階",69万円,32040円,69万円,69万円,3LDK,71.78m2
クラッシィハウス大手町ザ・スイート,東京都千代田区内神田１,"
											3階",45万円,27000円,45万円,45万円,2LDK,56.7m2
クラッシィハウス大手町ザ・スイート,東京都千代田区内神田１,"
											3階",45万円,27000円,45万円,45万円,2LDK,56.7m2
クラッシィハウス大手町ザ・スイート,東京都千代田区内神田１,"
											3階",45万円,27000円,45万円,45万円,2LDK,56.7m2
神田ＲＥＥＰＬＥＸＲ’Ｓ(カンダリープレックスリズ),東京都千代田区神田多町２,"
											10階",20.5万円,-,20.5万円,-,1LDK,45.82m2
ＪＲ中央線 市ケ谷駅 地下1地上4階建 築4年,東京都千代田区四番町,"
											B1-1階",22.8万円,4400円,-,22.8万円,2DK,59.12m2
東京メトロ半蔵門線 永田町駅 地下2地上24階建 築15年,東京都千代田区平河町２,"
											14階",120万円,30000円,120万円,120万円,2LDK,131.74m2
東京メトロ有楽町線 永田町駅 24階建 築15年,東京都千代田区平河町２,"
											14階",120万円,30000円,120万円,120万円,2LDK,131.74m2
プレジリア九段下,東京都千代田区九段北１,"
											3階",14万円,8000円,14万円,-,1LDK,35.08m2
東京メトロ有楽町線 麹町駅 地下4地上17階建 築24年,東京都千代田区二番町,"
											6階",42万円,-,42万円,42万円,1LDK,73.76m2
東京メトロ有楽町線 麹町駅 地下4地上17階建 築24年,東京都千代田区二番町,"
											11階",54万円,-,54万円,54万円,2LDK,89.48m2
東京メトロ有楽町線 麹町駅 地下4地上17階建 築24年,東京都千代田区二番町,"
											11階",59万円,-,59万円,59万円,2LDK,89.48m2
ウェリスタワー千代田岩本町,東京都千代田区岩本町１,"
											2階",17万円,10000円,17万円,17万円,1LDK,31.72m2
東京メトロ千代田線 大手町駅 13階建 新築,東京都千代田区内神田１,"
											3階",45万円,27000円,45万円,45万円,2LDK,56.7m2
シティインデックス神田　ａｄ１,東京都千代田区岩本町２,"
											13階",16.9万円,16000円,16.9万円,33.8万円,1LDK,32.95m2
Ｄ・Ｃ・Ｍ麹町,東京都千代田区麹町３,"
											5階",24万円,10000円,48万円,24万円,2DK,51.83m2
パレステュディオ御茶ノ水駿河台参番館,東京都千代田区神田錦町３,"
											8階",30万円,14900円,30万円,30万円,2LDK,89.39m2
東京メトロ半蔵門線 半蔵門駅 7階建 築24年,東京都千代田区一番町,"
											2階",52.5万円,25000円,52.5万円,52.5万円,2LDK,75.27m2
アルファグランデ千桜タワー,東京都千代田区神田東松下町,"
											23階",31.8万円,30000円,31.8万円,31.8万円,2LDK,57.31m2
ＪＲ山手線 神田駅 9階建 築12年,東京都千代田区神田富山町,"
											5階",11.6万円,13000円,-,11.6万円,1SK,31.11m2
ＪＲ山手線 神田駅 9階建 築12年,東京都千代田区神田富山町,"
											5階",18.6万円,10000円,-,18.6万円,1LDK,44.39m2
